0	2.07349e-317
1	0.3555
2	0.3555
3	0.3555
4	0.3555
5	0.3555
6	0.3555
7	0.3555
8	0.3555
9	0.3555
10	0.3555
11	0.3555
12	0.3555
13	0.3555
14	0.3555
15	0.3555
16	0.3555
17	0.3555
18	0.3555
19	0.3555
20	0.3555
21	0.3555
22	0.3555
23	0.3555
24	0.3555
25	0.3555
26	0.3555
27	0.3555
28	0.3555
29	0.3555
30	0.3555
31	0.3555
32	0.3555
33	0.3555
34	0.3555
35	0.3555
36	0.3555
37	0.3555
38	0.3555
39	0.3555
40	0.3555
41	0.3555
42	0.3555
43	0.3555
44	0.3555
45	0.3555
46	0.3555
47	0.3555
48	0.3555
49	0.3555
50	0.3555
51	0.3555
52	0.3555
53	0.3555
54	0.3555
55	0.3555
56	0.3555
57	0.3555
58	0.3555
59	0.3555
60	0.3555
61	0.3555
62	0.3555
63	0.3555
64	0.3555
65	0.3555
66	0.3555
67	0.3555
68	0.3555
69	0.3555
70	0.3555
71	0.3555
72	0.3555
73	0.3555
74	0.3555
75	0.3555
76	0.3555
77	0.3555
78	0.3555
79	0.3555
80	0.3555
81	0.3555
82	0.3555
83	0.3555
84	0.3555
85	0.3555
86	0.3555
87	0.3555
88	0.3555
89	0.3555
90	0.3555
91	0.3555
92	0.3555
93	0.3555
94	0.3555
95	0.3555
96	0.3555
97	0.3555
98	0.3555
99	0.3555
100	0.3555
101	0.3555
102	0.3555
103	0.3555
104	0.3555
105	0.3555
106	0.3555
107	0.3555
108	0.3555
109	0.3555
110	0.3555
111	0.3555
112	0.3555
113	0.3555
114	0.3555
115	0.3555
116	0.3555
117	0.3555
118	0.3555
119	0.3555
120	0.3555
121	0.3555
122	0.3555
123	0.3555
124	0.3555
125	0.3555
126	0.3555
127	0.3555
128	0.3555
129	0.3555
130	0.3555
131	0.3555
132	0.3555
133	0.3555
134	0.3555
135	0.3555
136	0.3555
137	0.3555
138	0.3555
139	0.3555
140	0.3555
141	0.3555
142	0.3555
143	0.3555
144	0.3555
145	0.3555
146	0.3555
147	0.3555
148	0.3555
149	0.3555
150	0.3555
151	0.3555
152	0.3555
153	0.3555
154	0.3555
155	0.3555
156	0.3555
157	0.3555
158	0.3555
159	0.3555
160	0.3555
161	0.3555
162	0.3555
163	0.3555
164	0.3555
165	0.3555
166	0.3555
167	0.3555
168	0.3555
169	0.3555
170	0.3555
171	0.3555
172	0.3555
173	0.3555
174	0.3555
175	0.3555
176	0.3555
177	0.3555
178	0.3555
179	0.3555
180	0.3555
181	0.3555
182	0.3555
183	0.3555
184	0.3555
185	0.3555
186	0.3555
187	0.3555
188	0.3555
189	0.3555
190	0.3555
191	0.3555
192	0.3555
193	0.3555
194	0.3555
195	0.3555
196	0.3555
197	0.3555
198	0.3555
199	0.3555
200	0.3555
201	0.3555
202	0.3555
203	0.3555
204	0.3555
205	0.3555
206	0.3555
207	0.3555
208	0.3555
209	0.3555
210	0.3555
211	0.3555
212	0.3555
213	0.3555
214	0.3555
215	0.3555
216	0.3555
217	0.3555
218	0.3555
219	0.3555
220	0.3555
221	0.3555
222	0.3555
223	0.3555
224	0.3555
225	0.3555
226	0.3555
227	0.3555
228	0.3555
229	0.3555
230	0.3555
231	0.3555
232	0.3555
233	0.3555
234	0.3555
235	0.3555
236	0.3555
237	0.3555
238	0.3555
239	0.3555
240	0.3555
241	0.3555
242	0.3555
243	0.3555
244	0.3555
245	0.3555
246	0.3555
247	0.3555
248	0.3555
249	0.3555
250	0.3555
251	0.3555
252	0.3555
253	0.3555
254	0.3555
255	0.3555
256	0.3555
257	0.3555
258	0.3555
259	0.3555
260	0.3555
261	0.3555
262	0.3555
263	0.3555
264	0.3555
265	0.3555
266	0.3555
267	0.3555
268	0.3555
269	0.3555
270	0.3555
271	0.3555
272	0.3555
273	0.3555
274	0.3555
275	0.3555
276	0.3555
277	0.3555
278	0.3555
279	0.3555
280	0.3555
281	0.3555
282	0.3555
283	0.3555
284	0.3555
285	0.3555
286	0.3555
287	0.3555
288	0.3555
289	0.3555
290	0.3555
291	0.3555
292	0.3555
293	0.3555
294	0.3555
295	0.3555
296	0.3555
297	0.3555
298	0.3555
299	0.3555
300	0.3555
301	0.3555
302	0.3555
303	0.3555
304	0.3555
