0.57	40.1639	1905.65
0.572	31.212	1730.48
0.574	28.1315	1656.74
0.576	66.8121	2127.71
0.578	35.1684	1839.61
0.58	50.0752	1763.71
0.582	42.3973	2014.33
0.584	46.5415	2124.53
0.586	47.8429	2092.75
0.588	42.9468	2283.01
0.59	41.7071	1970.5
0.592	45.5645	1978.1
0.594	50.1533	2324.13
0.596	43.0976	1862.74
0.598	46.3576	2063.94
0.6	40.0748	2112.53
0.602	58.7178	1691.22
0.604	44.8887	1705.11
0.606	43.3688	2019.62
0.608	38.4036	1942.52
0.61	35.0152	1869.14
0.612	34.9356	1837.91
0.614	41.2838	1933.79
0.616	35.0199	1807.55
0.618	36.9672	2080.8
0.62	32.4166	1840.8
0.622	41.3407	2022.88
0.624	43.0758	2218.53
0.626	56.1516	2295.89
0.628	45.8761	2134.09
0.63	52.4927	2212.15
0.632	29.8562	1795.48
0.634	45.5932	2006.17
0.636	57.413	1565.21
0.638	60.8242	2034.5
0.64	38.2069	1987.84
0.642	40.3426	1881.02
0.644	47.8879	1982.54
0.646	39.3149	1989.23
0.648	48.9827	2383.96
0.65	39.758	1797.24
0.652	39.0331	2273.79
0.654	42.1612	1730.46
0.656	42.7987	2206.7
0.658	36.2993	1775.65
0.66	37.3232	1977.05
0.662	43.5385	1797.52
0.664	43.9477	1663.77
0.666	41.5771	2260.41
0.668	46.458	2013.57
0.67	40.9718	2088.54
0.672	28.3599	1579.44
0.674	41.934	2050.31
0.676	52.6441	2491.93
0.678	51.9105	2103.32
0.68	47.628	1871.28
0.682	39.124	1916.71
0.684	29.8862	1514.18
0.686	33.6804	1729.1
0.688	38.9992	1939.61
0.69	39.889	1969.01
0.692	65.0655	2003.49
0.694	45.3271	2198.16
0.696	59.2531	2161.87
0.698	32.8195	1704.65
0.7	31.7335	1565.12
0.702	47.2692	1844.72
0.704	48.8849	1996.49
0.706	43.5745	2031.9
0.708	61.216	2537.14
0.71	29.0064	1511.18
0.712	42.7115	1911.31
0.714	45.9506	2150.43
0.716	49.6537	2048.2
0.718	66.5731	1838.6
0.72	41.494	1880.03
0.722	49.671	2419.64
0.724	70.9648	2105.41
0.726	35.9377	1813.28
0.728	64.9571	2022.68
0.73	46.6405	2187.75
0.732	30.4294	1643.94
0.734	59.0816	2040.74
0.736	53.116	2093.26
0.738	43.698	2009.66
0.74	51.1015	2061.51
0.742	31.6823	1859.03
0.744	43.8691	2045.15
0.746	59.3525	2285.41
0.748	53.7705	1915.4
0.75	41.4139	2035.38
0.752	41.0827	1813.44
0.754	41.264	1907.4
0.756	63.6342	2031.12
0.758	32.9794	1718.57
0.76	40.8786	1915.53
0.762	52.3247	2285.67
0.764	40.1452	1948.77
0.766	59.8211	2036.57
0.768	46.609	1914.37
0.77	43.3545	2172.62
0.772	53.0638	2132.94
0.774	44.5356	2141.9
0.776	56.9352	2186.63
0.778	41.3524	1896.92
0.78	42.0731	1948.06
0.782	45.4985	2067.93
0.784	50.0939	2012.56
0.786	54.4203	2100.3
0.788	47.2705	1872.43
0.79	41.6401	1844.1
0.792	54.9208	2039.53
0.794	55.0772	1947.98
0.796	49.8965	2183.07
0.798	53.1312	2299.7
0.8	30.4826	1491.69
0.802	42.8565	1934.83
0.804	70.3921	1521.81
0.806	40.6936	2126.71
0.808	64.6083	2572.56
0.81	55.0948	1535.56
0.812	64.8755	1520.51
0.814	85.1991	1252.11
0.816	66.9411	1632.94
0.818	57.8159	1631.55
0.82	60.7251	1638.4
0.822	46.3071	1813.11
0.824	61.2307	2050.54
0.826	42.1547	1737.84
0.828	48.1588	2016.87
0.83	34.3386	1631.94
0.832	33.3026	1851.15
0.834	47.142	2160.25
0.836	63.0754	1497.58
0.838	59.4573	2240.02
0.84	57.8268	1791.6
0.842	94.219	430.756
0.844	73.5997	2006.22
0.846	47.0704	2018.91
0.848	40.8442	2149.67
0.85	63.871	1475.98
0.852	42.916	2216.47
0.854	52.6663	2278.81
0.856	36.8026	1805.79
0.858	41.2596	1491.84
0.86	44.3252	1969.87
0.862	54.8572	2094.96
0.864	53.2152	1626.63
0.866	77.98	1298.82
0.868	56.8389	1569.04
0.87	52.6318	2161.61
0.872	51.2441	2208.03
0.874	47.734	1823.87
0.876	49.8881	1928.73
0.878	52.8171	1877.7
0.88	53.0482	2043.51
0.882	48.2991	2082.03
0.884	65.7183	1926.18
0.886	52.343	2063.83
0.888	38.646	1807.98
0.89	37.0054	1655.36
0.892	55.618	2216.57
0.894	58.2097	2109.55
