0.1	0.342
0.342	0.855137
0.855137	0.470736
0.470736	0.946746
0.946746	0.191589
0.191589	0.588555
0.588555	0.9202
0.9202	0.27904
0.27904	0.764472
0.764472	0.684208
0.684208	0.821056
0.821056	0.558307
0.558307	0.937081
0.937081	0.224049
0.224049	0.660634
0.660634	0.851947
0.851947	0.479305
0.479305	0.948373
0.948373	0.186056
0.186056	0.575468
0.575468	0.928357
0.928357	0.252738
0.252738	0.717674
0.717674	0.769948
0.769948	0.673086
0.673086	0.836156
0.836156	0.520596
0.520596	0.948388
0.948388	0.186003
0.186003	0.575342
0.575342	0.92843
0.92843	0.252503
0.252503	0.717232
0.717232	0.770679
0.770679	0.671585
0.671585	0.838123
0.838123	0.515556
0.515556	0.94908
0.94908	0.183642
0.183642	0.569686
0.569686	0.931546
0.931546	0.242317
0.242317	0.697678
0.697678	0.801509
0.801509	0.604551
0.604551	0.908463
0.908463	0.316001
0.316001	0.821349
0.821349	0.557592
0.557592	0.937396
0.937396	0.223002
0.223002	0.658433
0.658433	0.854616
0.854616	0.472142
0.472142	0.947051
0.947051	0.190553
0.190553	0.586122
0.586122	0.921816
0.921816	0.273872
0.273872	0.755691
0.755691	0.701563
0.701563	0.795615
0.795615	0.617925
0.617925	0.897156
0.897156	0.350616
0.350616	0.8652
0.8652	0.443189
0.443189	0.937736
0.937736	0.221872
0.221872	0.656051
0.656051	0.857462
0.857462	0.464438
0.464438	0.945194
0.945194	0.196847
0.196847	0.600774
0.600774	0.911409
0.911409	0.306821
0.306821	0.808191
0.808191	0.589069
0.589069	0.919853
0.919853	0.280148
0.280148	0.766328
0.766328	0.680464
0.680464	0.826244
0.826244	0.545545
0.545545	0.942117
0.942117	0.207223
0.207223	0.624269
0.624269	0.891317
0.891317	0.368109
0.368109	0.883898
0.883898	0.389964
0.389964	0.90399
0.90399	0.32981
0.32981	0.839934
0.839934	0.51089
0.51089	0.949549
0.949549	0.182041
0.182041	0.565827
0.565827	0.933534
0.933534	0.235783
0.235783	0.68472
0.68472	0.820338
0.820338	0.560058
0.560058	0.936294
0.936294	0.226662
0.226662	0.666088
0.666088	0.845176
0.845176	0.497244
0.497244	0.949971
0.949971	0.180599
0.180599	0.562335
0.562335	0.935235
0.935235	0.230169
0.230169	0.673327
0.673327	0.83584
0.83584	0.521404
0.521404	0.948259
0.948259	0.186442
0.186442	0.576389
0.576389	0.927826
0.927826	0.254468
0.254468	0.720913
0.720913	0.764551
0.764551	0.684049
0.684049	0.821278
0.821278	0.557766
0.557766	0.93732
0.93732	0.223255
0.223255	0.658966
0.658966	0.853973
0.853973	0.473872
0.473872	0.947406
0.947406	0.189347
0.189347	0.583279
0.583279	0.923646
0.923646	0.267993
0.267993	0.745457
0.745457	0.721054
0.721054	0.764313
0.764313	0.684526
0.684526	0.82061
0.82061	0.559394
0.559394	0.936595
0.936595	0.225663
0.225663	0.664009
0.664009	0.847784
