3.79	0.55	-0.000122679
3.8	0.55	nan
3.81	0.55	nan
3.82	0.55	nan
3.83	0.55	nan
3.84	0.55	-0.000485106
3.85	0.55	nan
3.86	0.55	-0.00211653
3.87	0.55	-0.00372813
3.88	0.55	nan
3.89	0.55	nan
3.9	0.55	nan
3.91	0.55	-0.00227488
3.92	0.55	-0.00295099
3.93	0.55	0.000434781
3.94	0.55	nan
3.95	0.55	nan
3.96	0.55	-0.00267302
3.97	0.55	nan
3.98	0.55	-0.000325361
3.99	0.55	nan
4	0.55	nan
4.01	0.55	-nan
4.02	0.55	-nan
4.03	0.55	-nan
4.04	0.55	-nan
4.05	0.55	-nan
4.06	0.55	-nan
4.07	0.55	-nan
4.08	0.55	-nan
4.09	0.55	-nan
4.1	0.55	-nan
4.11	0.55	-nan
4.12	0.55	-nan
4.13	0.55	-nan
4.14	0.55	-nan
4.15	0.55	-nan
4.16	0.55	-nan
4.17	0.55	-nan
4.18	0.55	-nan
4.19	0.55	-nan
4.2	0.55	-nan
